time	pressure	rate
0.76	317.591	2776.99
0.77	317.503	2776.99
0.78	317.511	2776.99
0.79	317.449	2776.99
0.8	317.375	2776.99
0.81	317.321	2776.99
0.82	317.269	2776.99
0.83	317.280	2776.99
0.84	317.219	2776.99
0.85	317.139	2776.99
0.86	317.107	2776.99
0.87	317.078	2776.99
0.88	317.016	2776.99
0.89	316.964	2776.99
0.9	316.944	2776.99
0.91	316.895	2776.99
0.92	316.876	2776.99
0.93	316.870	2776.99
0.94	316.775	2776.99
0.95	316.733	2776.99
0.96	316.694	2776.99
0.97	316.688	2776.99
0.98	316.678	2776.99
0.99	316.651	2776.99
1	316.566	2776.99
1.01000	316.555	2776.99
1.02000	316.509	2776.99
1.03000	316.448	2776.99
1.04000	316.450	2776.99
1.05000	316.380	2776.99
1.06000	316.413	2776.99
1.07000	316.344	2776.99
1.08000	316.312	2776.99
1.09000	316.266	2776.99
1.10000	316.286	2776.99
1.11000	316.244	2776.99
1.12000	316.177	2776.99
1.13000	316.153	2776.99
1.14000	316.117	2776.99
1.15000	316.113	2776.99
1.16000	316.046	2776.99
1.17000	316.044	2776.99
1.18000	315.992	2776.99
1.19000	315.952	2776.99
1.20000	315.995	2776.99
1.21000	315.924	2776.99
1.22000	315.914	2776.99
1.23000	315.883	2776.99
1.24000	315.833	2776.99
1.25000	315.788	2776.99
1.26000	315.839	2776.99
1.27000	315.801	2776.99
1.28000	315.766	2776.99
1.29000	315.691	2776.99
1.30000	315.666	2776.99
1.31000	315.662	2776.99
1.32000	315.622	2776.99
1.33000	315.589	2776.99
1.34000	315.590	2776.99
1.35000	315.540	2776.99
1.36000	315.567	2776.99
1.37000	315.532	2776.99
1.38000	315.521	2776.99
1.39000	315.487	2776.99
1.40000	315.496	2776.99
1.41000	315.401	2776.99
1.42000	315.396	2776.99
1.43000	315.366	2776.99
1.44000	315.382	2776.99
1.45000	315.339	2776.99
1.46000	315.358	2776.99
1.47000	315.335	2776.99
1.48000	315.279	2776.99
1.49000	315.237	2776.99
1.50000	315.203	2776.99
1.51000	315.225	2776.99
1.52000	315.198	2776.99
1.53000	315.162	2776.99
1.54000	315.120	2776.99
1.55000	315.093	2776.99
1.56000	315.127	2776.99
1.57000	315.095	2776.99
1.58000	315.047	2776.99
1.59000	315.040	2776.99
1.60000	315.039	2776.99
1.61000	315.040	2776.99
1.62000	314.988	2776.99
1.63000	314.968	2776.99
1.64000	314.913	2776.99
1.65000	314.939	2776.99
1.66000	314.881	2776.99
1.67000	314.918	2776.99
1.68000	314.839	2776.99
1.69000	314.884	2776.99
1.70000	314.860	2776.99
1.71000	314.839	2776.99
1.72000	314.841	2776.99
1.73000	314.807	2776.99
1.74000	314.732	2776.99
1.75000	314.750	2776.99
1.76000	314.736	2776.99
1.77000	314.729	2776.99
1.78000	314.710	2776.99
1.79000	314.686	2776.99
1.80000	314.693	2776.99
1.81000	314.644	2776.99
1.82000	314.628	2776.99
1.83000	314.602	2776.99
1.84000	314.568	2776.99
1.85000	314.561	2776.99
1.86000	314.557	2776.99
1.87000	314.519	2776.99
1.88000	314.534	2776.99
1.89000	314.516	2776.99
1.90000	314.532	2776.99
1.91000	314.498	2776.99
1.92000	314.423	2776.99
1.93000	314.423	2776.99
1.94000	314.452	2776.99
1.95000	314.430	2776.99
1.96000	314.390	2776.99
1.97000	314.381	2776.99
1.98000	314.372	2776.99
1.99000	314.341	2776.99
2.00000	314.318	2776.99
2.01000	314.343	2776.99
2.02000	314.304	2776.99
2.03000	314.303	2776.99
2.04000	314.247	2776.99
2.05000	314.244	2776.99
2.06000	314.235	2776.99
2.07000	314.206	2776.99
2.08000	314.209	2776.99
2.09000	314.224	2776.99
2.10000	314.203	2776.99
2.11000	314.206	2776.99
2.12000	314.149	2776.99
2.13000	314.110	2776.99
2.14000	314.094	2776.99
2.15000	314.121	2776.99
2.16000	314.087	2776.99
2.17000	314.111	2776.99
2.18000	314.037	2776.99
2.19000	314.036	2776.99
2.20000	314.059	2776.99
2.21000	314.072	2776.99
2.22000	314.027	2776.99
2.23000	313.972	2776.99
2.24000	314.011	2776.99
2.25000	314.017	2776.99
2.26000	313.983	2776.99
2.27000	313.935	2776.99
2.28000	313.975	2776.99
2.29000	313.892	2776.99
2.30000	313.880	2776.99
2.31000	313.869	2776.99
2.32000	313.904	2776.99
2.33000	313.891	2776.99
2.34000	313.829	2776.99
2.35000	313.877	2776.99
2.36000	313.814	2776.99
2.37000	313.825	2776.99
2.38000	313.824	2776.99
2.39000	313.833	2776.99
2.40000	313.766	2776.99
2.41000	313.791	2776.99
2.42000	313.729	2776.99
2.43000	313.781	2776.99
2.44000	313.705	2776.99
2.45000	313.739	2776.99
2.46000	313.724	2776.99
2.47000	313.697	2776.99
2.48000	313.726	2776.99
2.49000	313.702	2776.99
2.50000	313.697	2776.99
2.51000	313.678	2776.99
2.52000	313.654	2776.99
2.53000	313.643	2776.99
2.54000	313.635	2776.99
2.55000	313.618	2776.99
2.56000	313.558	2776.99
2.57000	313.575	2776.99
2.58000	313.589	2776.99
2.59000	313.524	2776.99
2.60000	313.536	2776.99
2.61000	313.543	2776.99
2.62000	313.506	2776.99
2.63000	313.514	2776.99
2.64000	313.479	2776.99
2.65000	313.484	2776.99
2.66000	313.494	2776.99
2.67000	313.468	2776.99
2.68000	313.423	2776.99
2.69000	313.432	2776.99
2.70000	313.459	2776.99
2.71000	313.438	2776.99
2.72000	313.432	2776.99
2.73000	313.364	2776.99
2.74000	313.412	2776.99
2.75000	313.365	2776.99
2.76000	313.356	2776.99
2.77000	313.325	2776.99
2.78000	313.356	2776.99
2.79000	313.355	2776.99
2.80000	313.354	2776.99
2.81000	313.351	2776.99
2.82000	313.274	2776.99
2.83000	313.304	2776.99
2.84000	313.286	2776.99
2.85000	313.271	2776.99
2.86000	313.252	2776.99
2.87000	313.215	2776.99
2.88000	313.278	2776.99
2.89000	313.212	2776.99
2.90000	313.194	2776.99
2.91000	313.221	2776.99
2.92000	313.192	2776.99
2.93000	313.167	2776.99
2.94000	313.145	2776.99
2.95000	313.151	2776.99
2.96000	313.135	2776.99
2.97000	313.117	2776.99
2.98000	313.108	2776.99
2.99000	313.124	2776.99
3.00000	313.127	2776.99
3.01000	313.107	2776.99
3.02000	313.133	2776.99
3.03000	313.091	2776.99
3.04000	313.124	2776.99
3.05000	313.080	2776.99
3.06000	313.051	2776.99
3.07000	313.051	2776.99
3.08000	313.025	2776.99
3.09000	313.061	2776.99
3.10000	313.017	2776.99
3.11000	312.979	2776.99
3.12000	312.969	2776.99
3.13000	313.031	2776.99
3.14000	312.970	2776.99
3.15000	312.993	2776.99
3.16000	313.011	2776.99
3.17000	313.000	2776.99
3.18000	312.961	2776.99
3.19000	312.961	2776.99
3.20000	312.949	2776.99
3.21000	312.924	2776.99
3.22000	312.947	2776.99
3.23000	312.869	2776.99
3.24000	312.912	2776.99
3.25000	312.917	2776.99
3.26000	312.877	2776.99
3.27000	312.911	2776.99
3.28000	312.855	2776.99
3.29000	312.823	2776.99
3.30000	312.869	2776.99
3.31000	312.873	2776.99
3.32000	312.825	2776.99
3.33000	312.813	2776.99
3.34000	312.782	2776.99
3.35000	312.798	2776.99
3.36000	312.805	2776.99
3.37000	312.790	2776.99
3.38000	312.748	2776.99
3.39000	312.750	2776.99
3.40000	312.724	2776.99
3.41000	312.736	2776.99
3.42000	312.763	2776.99
3.43000	312.707	2776.99
3.44000	312.696	2776.99
3.45000	312.754	2776.99
3.46000	312.736	2776.99
3.47000	312.717	2776.99
3.48000	312.652	2776.99
3.49000	312.707	2776.99
3.50000	312.636	2776.99
3.51000	312.669	2776.99
3.52000	312.636	2776.99
3.53000	312.660	2776.99
3.54000	312.666	2776.99
3.55000	312.605	2776.99
3.56000	312.589	2776.99
3.57000	312.618	2776.99
3.58000	312.571	2776.99
3.59000	312.621	2776.99
3.60000	312.585	2776.99
3.61000	312.591	2776.99
3.62000	312.559	2776.99
3.63000	312.556	2776.99
3.64000	312.581	2776.99
3.65000	312.584	2776.99
3.66000	312.530	2776.99
3.67000	312.500	2776.99
3.68000	312.562	2776.99
3.69000	312.543	2776.99
3.70000	312.513	2776.99
3.71000	312.506	2776.99
3.72000	312.469	2776.99
3.73000	312.455	2776.99
3.74000	312.512	2776.99
3.75000	312.455	2776.99
3.76000	312.463	2776.99
3.77000	312.488	2776.99
3.78000	312.428	2776.99
3.79000	312.428	2776.99
3.80000	312.436	2776.99
3.81000	312.425	2776.99
3.82000	312.410	2776.99
3.83000	312.408	2776.99
3.84000	312.371	2776.99
3.85000	312.406	2776.99
3.86000	312.391	2776.99
3.87000	312.382	2776.99
3.88000	312.362	2776.99
3.89000	312.334	2776.99
3.90000	312.358	2776.99
3.91000	312.365	2776.99
3.92000	312.317	2776.99
3.93000	312.365	2776.99
3.94000	312.347	2776.99
3.95000	312.310	2776.99
3.96000	312.306	2776.99
3.97000	312.292	2776.99
3.98000	312.286	2776.99
3.99000	312.312	2776.99
4.00000	312.288	2776.99
4.01000	312.261	2776.99
4.02000	312.260	2776.99
4.03000	312.262	2776.99
4.04000	312.281	2776.99
4.05000	312.236	2776.99
4.06000	312.210	2776.99
4.07000	312.233	2776.99
4.08000	312.244	2776.99
4.09000	312.233	2776.99
4.10000	312.204	2776.99
4.11000	312.207	2776.99
4.12000	312.196	2776.99
4.13000	312.183	2776.99
4.14000	312.205	2776.99
4.15000	312.180	2776.99
4.16000	312.148	2776.99
4.17000	312.180	2776.99
4.18000	312.148	2776.99
4.19000	312.128	2776.99
4.20000	312.134	2776.99
4.21000	312.120	2776.99
4.22000	312.153	2776.99
4.23000	312.157	2776.99
4.24000	312.087	2776.99
4.25000	312.123	2776.99
4.26000	312.143	2776.99
4.27000	312.084	2776.99
4.28000	312.073	2776.99
4.29000	312.120	2776.99
4.30000	312.060	2776.99
4.31000	312.044	2776.99
4.32000	312.080	2776.99
4.33000	312.060	2776.99
4.34000	312.045	2776.99
4.35000	312.008	2776.99
4.36000	312.023	2776.99
4.37000	312.014	2776.99
4.38000	312.063	2776.99
4.39000	311.982	2776.99
4.40000	311.976	2776.99
4.41000	312.022	2776.99
4.42000	311.968	2776.99
4.43000	312.033	2776.99
4.44000	312.005	2776.99
4.45000	312.000	2776.99
4.46000	311.963	2776.99
4.47000	312.003	2776.99
4.48000	311.924	2776.99
4.49000	311.955	2776.99
4.50000	311.946	2776.99
4.51000	311.983	2776.99
4.52000	311.969	2776.99
4.53000	311.945	2776.99
4.54000	311.896	2776.99
4.55000	311.948	2776.99
4.56000	311.892	2776.99
4.57000	311.876	2776.99
4.58000	311.922	2776.99
4.59000	311.883	2776.99
4.60000	311.879	2776.99
4.61000	311.846	2776.99
4.62000	311.889	2776.99
4.63000	311.839	2776.99
4.64000	311.837	2776.99
4.65000	311.849	2776.99
4.66000	311.829	2776.99
4.67000	311.874	2776.99
4.68000	311.804	2776.99
4.69000	311.792	2776.99
4.70000	311.822	2776.99
4.71000	311.820	2776.99
4.72000	311.800	2776.99
4.73000	311.845	2776.99
4.74000	311.766	2776.99
4.75000	311.775	2776.99
4.76000	311.782	2776.99
4.77000	311.813	2776.99
4.78000	311.811	2776.99
4.79000	311.745	2776.99
4.80000	311.782	2776.99
4.81000	311.738	2776.99
4.82000	311.777	2776.99
4.83000	311.740	2776.99
4.84000	311.778	2776.99
4.85000	311.772	2776.99
4.86000	311.710	2776.99
4.87000	311.700	2776.99
4.88000	311.696	2776.99
4.89000	311.748	2776.99
4.90000	311.721	2776.99
4.91000	311.684	2776.99
4.92000	311.724	2776.99
4.93000	311.721	2776.99
4.94000	311.669	2776.99
4.95000	311.693	2776.99
4.96000	311.661	2776.99
4.97000	311.650	2776.99
4.98000	311.636	2776.99
4.99000	311.639	2776.99
5.00000	311.654	2776.99
5.01000	311.651	2776.99
5.02000	311.662	2776.99
5.03000	311.635	2776.99
5.04000	311.660	2776.99
5.05000	311.640	2776.99
5.06000	311.628	2776.99
5.07000	311.597	2776.99
5.08000	311.609	2776.99
5.09000	311.626	2776.99
5.10000	311.579	2776.99
5.11000	311.608	2776.99
5.12000	311.605	2776.99
5.13000	311.567	2776.99
5.14000	311.537	2776.99
5.15000	311.566	2776.99
5.16000	311.552	2776.99
5.17000	311.556	2776.99
5.18000	311.580	2776.99
5.19000	311.548	2776.99
5.20000	311.503	2776.99
5.21000	311.496	2776.99
5.22000	311.563	2776.99
5.23000	311.516	2776.99
5.24000	311.530	2776.99
5.25000	311.508	2776.99
5.26000	311.483	2776.99
5.27000	311.535	2776.99
5.28000	311.459	2776.99
5.29000	311.519	2776.99
5.30000	311.472	2776.99
5.31000	311.456	2776.99
5.32000	311.446	2776.99
5.33000	311.503	2776.99
5.34000	311.458	2776.99
5.35000	311.489	2776.99
5.36000	311.461	2776.99
5.37000	311.462	2776.99
5.38000	311.405	2776.99
5.39000	311.475	2776.99
5.40000	311.410	2776.99
5.41000	311.442	2776.99
5.42000	311.440	2776.99
5.43000	311.409	2776.99
5.44000	311.400	2776.99
5.45000	311.434	2776.99
5.46000	311.422	2776.99
5.47000	311.360	2776.99
5.48000	311.367	2776.99
5.49000	311.406	2776.99
5.50000	311.353	2776.99
5.51000	311.403	2776.99
5.52000	311.360	2776.99
5.53000	311.389	2776.99
5.54000	311.369	2776.99
5.55000	311.382	2776.99
5.56000	311.383	2776.99
5.57000	311.365	2776.99
5.58000	311.354	2776.99
5.59000	311.306	2776.99
5.60000	311.340	2776.99
5.61000	311.305	2776.99
5.62000	311.326	2776.99
5.63000	311.291	2776.99
5.64000	311.298	2776.99
5.65000	311.332	2776.99
5.66000	311.272	2776.99
5.67000	311.299	2776.99
5.68000	311.313	2776.99
5.69000	311.318	2776.99
5.70000	311.253	2776.99
5.71000	311.278	2776.99
5.72000	311.272	2776.99
5.73000	311.252	2776.99
5.74000	311.268	2776.99
5.75000	311.214	2776.99
5.76000	311.218	2776.99
5.77000	311.203	2776.99
5.78000	311.214	2776.99
5.79000	311.235	2776.99
5.80000	311.220	2776.99
5.81000	311.183	2776.99
5.82000	311.223	2776.99
5.83000	311.184	2776.99
5.84000	311.200	2776.99
5.85000	311.172	2776.99
5.86000	311.208	2776.99
5.87000	311.178	2776.99
5.88000	311.211	2776.99
5.89000	311.200	2776.99
5.90000	311.170	2776.99
5.91000	311.202	2776.99
5.92000	311.134	2776.99
5.93000	311.127	2776.99
5.94000	311.171	2776.99
5.95000	311.162	2776.99
5.96000	311.167	2776.99
5.97000	311.115	2776.99
5.98000	311.105	2776.99
5.99000	311.150	2776.99
6.00000	311.128	2776.99
6.01000	311.166	2776.99
6.02000	311.149	2776.99
6.03000	311.087	2776.99
6.04000	311.126	2776.99
6.05000	311.123	2776.99
6.06000	311.123	2776.99
6.07000	311.106	2776.99
6.08000	311.071	2776.99
6.09000	311.092	2776.99
6.10000	311.076	2776.99
6.11000	311.115	2776.99
6.12000	311.112	2776.99
6.13000	311.061	2776.99
6.14000	311.081	2776.99
6.15000	311.065	2776.99
6.16000	311.074	2776.99
6.17000	311.018	2776.99
6.18000	311.047	2776.99
6.19000	311.010	2776.99
6.20000	311.027	2776.99
6.21000	310.996	2776.99
6.22000	310.999	2776.99
6.23000	311.028	2776.99
6.24000	311.035	2776.99
6.25000	310.980	2776.99
6.26000	311.042	2776.99
6.27000	310.981	2776.99
6.28000	311.017	2776.99
6.29000	310.984	2776.99
6.30000	310.983	2776.99
6.31000	310.984	2776.99
6.32000	311.020	2776.99
6.33000	310.998	2776.99
6.34000	310.974	2776.99
6.35000	310.959	2776.99
6.36000	310.982	2776.99
6.37000	310.952	2776.99
6.38000	310.924	2776.99
6.39000	310.938	2776.99
6.40000	310.935	2776.99
6.41000	310.951	2776.99
6.42000	310.914	2776.99
6.43000	310.898	2776.99
6.44000	310.966	2776.99
6.45000	310.966	2776.99
6.46000	310.925	2776.99
6.47000	310.915	2776.99
6.48000	310.920	2776.99
6.49000	310.897	2776.99
6.50000	310.919	2776.99
6.51000	310.882	2776.99
6.52000	310.923	2776.99
6.53000	310.888	2776.99
6.54000	310.853	2776.99
6.55000	310.846	2776.99
6.56000	310.881	2776.99
6.57000	310.890	2776.99
6.58000	310.875	2776.99
6.59000	310.871	2776.99
6.60000	310.892	2776.99
6.61000	310.820	2776.99
6.62000	310.873	2776.99
6.63000	310.833	2776.99
6.64000	310.828	2776.99
6.65000	310.839	2776.99
6.66000	310.832	2776.99
6.67000	310.838	2776.99
6.68000	310.857	2776.99
6.69000	310.792	2776.99
6.70000	310.856	2776.99
6.71000	310.815	2776.99
6.72000	310.827	2776.99
6.73000	310.822	2776.99
6.74000	310.778	2776.99
6.75000	310.776	2776.99
6.76000	310.788	2776.99
6.77000	310.817	2776.99
6.78000	310.773	2776.99
6.79000	310.771	2776.99
6.80000	310.795	2776.99
6.81000	310.809	2776.99
6.82000	310.758	2776.99
6.83000	310.765	2776.99
6.84000	310.757	2776.99
6.85000	310.761	2776.99
6.86000	310.769	2776.99
6.87000	310.728	2776.99
6.88000	310.710	2776.99
6.89000	310.756	2776.99
6.90000	310.752	2776.99
6.91000	310.770	2776.99
6.92000	310.758	2776.99
6.93000	310.740	2776.99
6.94000	310.686	2776.99
6.95000	310.744	2776.99
6.96000	310.751	2776.99
6.97000	310.745	2776.99
6.98000	310.727	2776.99
6.99000	310.726	2776.99
7.00000	310.689	2776.99
7.01000	310.685	2776.99
7.02000	310.724	2776.99
7.03000	310.698	2776.99
7.04000	310.649	2776.99
7.05000	310.700	2776.99
7.06000	310.698	2776.99
7.07000	310.669	2776.99
7.08000	310.666	2776.99
7.09000	310.687	2776.99
7.10000	310.669	2776.99
7.11000	310.686	2776.99
7.12000	310.641	2776.99
7.13000	310.628	2776.99
7.14000	310.642	2776.99
7.15000	310.606	2776.99
7.16000	310.627	2776.99
7.17000	310.658	2776.99
7.18000	310.642	2776.99
7.19000	310.599	2776.99
7.20000	310.604	2776.99
7.21000	310.590	2776.99
7.22000	310.575	2776.99
7.23000	310.587	2776.99
7.24000	310.586	2776.99
7.25000	310.611	2776.99
7.26000	310.594	2776.99
7.27000	310.615	2776.99
7.28000	310.552	2776.99
7.29000	310.567	2776.99
7.30000	310.569	2776.99
7.31000	310.595	2776.99
7.32000	310.578	2776.99
7.33000	310.589	2776.99
7.34000	310.598	2776.99
7.35000	310.556	2776.99
7.36000	310.583	2776.99
7.37000	310.535	2776.99
7.38000	310.529	2776.99
7.39000	310.555	2776.99
7.40000	310.532	2776.99
7.41000	310.560	2776.99
7.42000	310.515	2776.99
7.43000	310.565	2776.99
7.44000	310.522	2776.99
7.45000	310.499	2776.99
7.46000	310.549	2776.99
7.47000	310.483	2776.99
7.48000	310.475	2776.99
7.49000	310.530	2776.99
7.50000	310.474	2776.99
7.51000	310.476	2776.99
7.52000	310.529	2776.99
7.53000	310.515	2776.99
7.54000	310.468	2776.99
7.55000	310.523	2776.99
7.56000	310.508	2776.99
7.57000	310.455	2776.99
7.58000	310.475	2776.99
7.59000	310.436	2776.99
7.60000	310.435	2776.99
7.61000	310.427	2776.99
7.62000	310.487	2776.99
7.63000	310.469	2776.99
7.64000	310.466	2776.99
7.65000	310.451	2776.99
7.66000	310.408	2776.99
7.67000	310.455	2776.99
7.68000	310.455	2776.99
7.69000	310.465	2776.99
7.70000	310.428	2776.99
7.71000	310.460	2776.99
7.72000	310.398	2776.99
7.73000	310.413	2776.99
7.74000	310.399	2776.99
7.75000	310.404	2776.99
7.76000	310.385	2776.99
7.77000	310.441	2776.99
7.78000	310.363	2776.99
7.79000	310.369	2776.99
7.80000	310.405	2776.99
7.81000	310.403	2776.99
7.82000	310.366	2776.99
7.83000	310.390	2776.99
7.84000	310.411	2776.99
7.85000	310.368	2776.99
7.86000	310.381	2776.99
7.87000	310.353	2776.99
7.88000	310.338	2776.99
7.89000	310.364	2776.99
7.90000	310.385	2776.99
7.91000	310.371	2776.99
7.92000	310.329	2776.99
7.93000	310.320	2776.99
7.94000	310.357	2776.99
7.95000	310.346	2776.99
7.96000	310.300	2776.99
7.97000	310.373	2776.99
7.98000	310.348	2776.99
7.99000	310.310	2776.99
8.00000	310.294	2776.99
8.01000	310.344	2776.99
8.02000	310.292	2776.99
8.03000	310.306	2776.99
8.04000	310.282	2776.99
8.05000	310.295	2776.99
8.06000	310.270	2776.99
8.07000	310.294	2776.99
8.08000	310.298	2776.99
8.09000	310.266	2776.99
8.10000	310.267	2776.99
8.11000	310.285	2776.99
8.12000	310.285	2776.99
8.13000	310.293	2776.99
8.14000	310.283	2776.99
8.15000	310.304	2776.99
8.16000	310.300	2776.99
8.17000	310.259	2776.99
8.18000	310.243	2776.99
8.19000	310.224	2776.99
8.20000	310.215	2776.99
8.21000	310.264	2776.99
8.22000	310.245	2776.99
8.23000	310.276	2776.99
8.24000	310.204	2776.99
8.25000	310.272	2776.99
8.26000	310.274	2776.99
8.27000	310.197	2776.99
8.28000	310.188	2776.99
8.29000	310.209	2776.99
8.30000	310.235	2776.99
8.31000	310.212	2776.99
8.32000	310.250	2776.99
8.33000	310.218	2776.99
8.34000	310.245	2776.99
8.35000	310.226	2776.99
8.36000	310.202	2776.99
8.37000	310.169	2776.99
8.38000	310.181	2776.99
8.39000	310.177	2776.99
8.40000	310.213	2776.99
8.41000	310.216	2776.99
8.42000	310.190	2776.99
8.43000	310.150	2776.99
8.44000	310.143	2776.99
8.45000	310.132	2776.99
8.46000	310.134	2776.99
8.47000	310.194	2776.99
8.48000	310.127	2776.99
8.49000	310.170	2776.99
8.50000	310.128	2776.99
8.51000	310.175	2776.99
8.52000	310.118	2776.99
8.53000	310.155	2776.99
8.54000	310.160	2776.99
8.55000	310.100	2776.99
8.56000	310.153	2776.99
8.57000	310.105	2776.99
8.58000	310.156	2776.99
8.59000	310.123	2776.99
8.60000	310.160	2776.99
8.61000	310.126	2776.99
8.62000	310.148	2776.99
8.63000	310.101	2776.99
8.64000	310.118	2776.99
8.65000	310.084	2776.99
8.66000	310.071	2776.99
8.67000	310.086	2776.99
8.68000	310.099	2776.99
8.69000	310.069	2776.99
8.70000	310.125	2776.99
8.71000	310.087	2776.99
8.72000	310.044	2776.99
8.73000	310.089	2776.99
8.74000	310.042	2776.99
8.75000	310.092	2776.99
8.76000	310.092	2776.99
8.77000	310.082	2776.99
8.78000	310.089	2776.99
8.79000	310.046	2776.99
8.80000	310.029	2776.99
8.81000	310.034	2776.99
8.82000	310.091	2776.99
8.83000	310.059	2776.99
8.84000	310.031	2776.99
8.85000	310.026	2776.99
8.86000	310.014	2776.99
8.87000	310.044	2776.99
8.88000	310.070	2776.99
8.89000	309.990	2776.99
8.90000	310.065	2776.99
8.91000	310.041	2776.99
8.92000	310.009	2776.99
8.93000	310.043	2776.99
8.94000	310.028	2776.99
8.95000	310.012	2776.99
8.96000	309.973	2776.99
8.97000	309.973	2776.99
8.98000	310.015	2776.99
8.99000	309.964	2776.99
9.00000	309.998	2776.99
9.01000	310.022	2776.99
9.02000	309.961	2776.99
9.03000	309.992	2776.99
9.04000	309.988	2776.99
9.05000	309.952	2776.99
9.06000	309.954	2776.99
9.07000	309.972	2776.99
9.08000	310.006	2776.99
9.09000	309.979	2776.99
9.10000	309.940	2776.99
9.11000	309.942	2776.99
9.12000	309.941	2776.99
9.13000	309.980	2776.99
9.14000	309.930	2776.99
9.15000	309.939	2776.99
9.16000	309.937	2776.99
9.17000	309.941	2776.99
9.18000	309.956	2776.99
9.19000	309.920	2776.99
9.20000	309.895	2776.99
9.21000	309.893	2776.99
9.22000	309.964	2776.99
9.23000	309.917	2776.99
9.24000	309.932	2776.99
9.25000	309.952	2776.99
9.26000	309.919	2776.99
9.27000	309.912	2776.99
9.28000	309.933	2776.99
9.29000	309.869	2776.99
9.30000	309.909	2776.99
9.31000	309.911	2776.99
9.32000	309.924	2776.99
9.33000	309.888	2776.99
9.34000	309.888	2776.99
9.35000	309.872	2776.99
9.36000	309.884	2776.99
9.37000	309.908	2776.99
9.38000	309.882	2776.99
9.39000	309.864	2776.99
9.40000	309.842	2776.99
9.41000	309.890	2776.99
9.42000	309.903	2776.99
9.43000	309.895	2776.99
9.44000	309.845	2776.99
9.45000	309.845	2776.99
9.46000	309.825	2776.99
9.47000	309.853	2776.99
9.48000	309.825	2776.99
9.49000	309.877	2776.99
9.50000	309.837	2776.99
9.51000	309.876	2776.99
9.52000	309.847	2776.99
9.53000	309.810	2776.99
9.54000	309.800	2776.99
9.55000	309.852	2776.99
9.56000	309.806	2776.99
9.57000	309.836	2776.99
9.58000	309.808	2776.99
9.59000	309.779	2776.99
9.60000	309.841	2776.99
9.61000	309.787	2776.99
9.62000	309.803	2776.99
9.63000	309.790	2776.99
9.64000	309.826	2776.99
9.65000	309.840	2776.99
9.66000	309.807	2776.99
9.67000	309.799	2776.99
9.68000	309.773	2776.99
9.69000	309.771	2776.99
9.70000	309.763	2776.99
9.71000	309.815	2776.99
9.72000	309.799	2776.99
9.73000	309.796	2776.99
9.74000	309.735	2776.99
9.75000	309.771	2776.99
9.76000	309.762	2776.99
9.77000	309.742	2776.99
9.78000	309.781	2776.99
9.79000	309.730	2776.99
9.80000	309.765	2776.99
9.81000	309.721	2776.99
9.82000	309.771	2776.99
9.83000	309.751	2776.99
9.84000	309.710	2776.99
9.85000	309.773	2776.99
9.86000	309.741	2776.99
9.87000	309.758	2776.99
9.88000	309.753	2776.99
9.89000	309.752	2776.99
9.90000	309.704	2776.99
9.91000	309.687	2776.99
9.92000	309.738	2776.99
9.93000	309.695	2776.99
9.94000	309.731	2776.99
9.95000	309.677	2776.99
9.96000	309.737	2776.99
9.97000	309.722	2776.99
9.98000	309.724	2776.99
9.99000	309.698	2776.99
10.00000	309.741	2776.99
10.0100	309.705	2776.99
10.0200	309.677	2776.99
10.0300	309.684	2776.99
