time	pressure	rate
0.2	351.553	993.435
0.201	350.716	993.435
0.202	350.040	993.435
0.203	349.591	993.435
0.204	349.188	993.435
0.205	348.893	993.435
0.206	348.603	993.435
0.207	348.428	993.435
0.208	348.276	993.435
0.209	348.114	993.435
0.210098	347.942	993.435
0.21133	347.799	993.435
0.212713	347.682	993.435
0.214264	347.574	993.435
0.216005	347.484	993.435
0.217957	347.333	993.435
0.220148	347.224	993.435
0.222607	347.168	993.435
0.225365	347.102	993.435
0.22846	347.034	993.435
0.231933	346.895	993.435
0.23583	346.843	993.435
0.240202	346.801	993.435
0.245107	346.729	993.435
0.250611	346.670	993.435
0.256786	346.552	993.435
0.263715	346.527	993.435
0.27149	346.457	993.435
0.280213	346.380	993.435
0.29	346.329	993.435
0.3	346.322	993.435
0.31	346.253	993.435
0.32	346.220	993.435
0.33	346.137	993.435
0.34	346.137	993.435
0.35	346.043	993.435
0.36	346.038	993.435
0.37	346.021	993.435
0.38	346.021	993.435
0.39	345.990	993.435
0.4	345.912	993.435
0.41	345.933	993.435
0.42	345.886	993.435
0.43	345.864	993.435
0.44	345.836	993.435
0.45	345.801	993.435
0.46	345.849	993.435
0.47	345.826	993.435
0.48	345.788	993.435
0.49	345.757	993.435
0.5	345.713	993.435
0.51	345.718	993.435
0.52	345.722	993.435
0.53	345.694	993.435
0.54	345.722	993.435
0.55	345.689	993.435
0.56	345.673	993.435
0.57	345.673	993.435
0.58	345.602	993.435
0.59	345.627	993.435
0.6	345.573	993.435
0.61	345.597	993.435
0.62	345.601	993.435
0.63	345.586	993.435
0.64	345.548	993.435
0.65	345.531	993.435
0.66	345.570	993.435
0.67	345.565	993.435
0.68	345.495	993.435
0.69	345.543	993.435
0.7	345.495	993.435
0.71	345.475	993.435
0.72	345.501	993.435
0.73	345.500	993.435
0.74	345.431	993.435
0.75	345.471	993.435
0.76	345.419	993.435
0.77	345.453	993.435
0.78	345.455	993.435
0.79	345.417	993.435
0.8	345.427	993.435
0.81	345.433	993.435
0.82	345.422	993.435
0.83	345.358	993.435
0.84	345.380	993.435
0.85	345.386	993.435
0.86	345.386	993.435
0.87	345.330	993.435
0.88	345.345	993.435
0.89	345.351	993.435
0.9	345.356	993.435
0.91	345.367	993.435
0.92	345.304	993.435
0.93	345.312	993.435
0.94	345.308	993.435
0.95	345.320	993.435
0.96	345.278	993.435
0.97	345.317	993.435
0.98	345.272	993.435
0.99	345.253	993.435
1	345.310	993.435
1.01000	345.305	993.435
1.02000	345.268	993.435
1.03000	345.227	993.435
1.04000	345.269	993.435
1.05000	345.220	993.435
1.06000	345.251	993.435
1.07000	345.259	993.435
1.08000	345.278	993.435
1.09000	345.257	993.435
1.10000	345.224	993.435
1.11000	345.211	993.435
1.12000	345.209	993.435
1.13000	345.223	993.435
1.14000	345.204	993.435
